unix_utc,GSR,IBT
1455123288.3,580.5347120804815,640.0
1455123289.0,582.5639925746683,680.0000000000002
1455123289.7,586.2009955597213,670.0000000000002
1455123290.3,586.5103365235336,670.0000000000002
1455123291.0,583.7371922460536,670.0000000000002
1455123291.7,583.78831355551,660.0
1455123292.3,598.7343572805017,650.0
1455123293.0,584.2490331253117,650.0
1455123293.6,570.8425253374403,640.0
1455123294.2,548.4884068294011,640.0
1455123294.9,526.0061240075642,610.0
1455123295.5,512.3216184438978,640.0
1455123296.1,507.0261636483048,630.0
1455123296.7,493.3327408540009,599.9999999999999
1455123297.4,488.37669897207877,680.0000000000002
1455123298.0,483.9807637536903,610.0
1455123298.6,469.03293927989967,620.0
1455123299.2,459.7492917922602,599.9999999999999
1455123299.9,458.45307103123633,680.0000000000002
1455123300.6,464.78149562217567,689.9999999999999
1455123301.4,471.1541491225872,750.0
1455123301.9,472.824476112515,550.0
1455123302.6,462.0754926897197,680.0000000000002
1455123303.2,459.4955700444333,599.9999999999999
1455123311.4,476.0324785176956,959.9999999999999
1455123311.9,480.0252667481376,589.9999999999999
1455123312.6,484.22709644797277,689.9999999999999
1455123313.2,486.7720988404309,550.0
1455123314.0,491.5095769398269,780.0
1455123314.9,495.8971400223385,959.9999999999999
1455123316.6,503.80376412716316,509.99999999999994
1455123317.1,505.945656339774,520.0000000000001
1455123317.7,506.82961284157346,560.0
1455123318.3,507.45435084967767,689.9999999999999
1455123319.1,498.7537201543712,740.0000000000001
1455123320.0,491.21982824821663,930.0
1455123320.9,482.055547596884,879.9999999999999
1455123321.5,481.6383747555945,610.0
1455123322.1,482.369459102566,620.0
1455123322.7,479.66312213011116,570.0
1455123323.4,473.8664281338488,660.0
1455123324.1,473.9002973301558,720.0
1455123324.7,480.0085862107174,650.0
1455123325.4,489.1293820941089,650.0
1455123326.1,495.4558737919146,689.9999999999999
1455123326.8,500.8143341086698,700.0000000000001
1455123328.7,509.3855484335231,610.0
1455123329.3,511.0264804973034,630.0
1455123329.9,512.163940788101,599.9999999999999
1455123330.5,514.1796000735787,599.9999999999999
1455123331.1,514.734332893173,660.0
1455123331.8,514.0601515499461,640.0
1455123332.4,516.5695351873384,650.0
1455123333.1,520.8877959301316,670.0000000000002
1455123333.7,524.2886260566981,640.0
1455123334.4,526.5236967388348,700.0000000000001
1455123335.1,528.9051711355606,610.0
1455123335.7,526.5242223128975,670.0000000000002
1455123336.4,524.040419126409,650.0
1455123337.0,524.9903598073851,620.0
1455123337.7,526.5236967388348,689.9999999999999
1455123338.3,529.4936276291693,610.0
1455123338.9,535.2753556983723,570.0
1455123339.5,534.2030741741619,599.9999999999999
1455123340.1,528.9891599622581,599.9999999999999
1455123340.6,528.1090067119403,580.0
1455123341.3,530.6734179024946,680.0000000000002
1455123342.0,532.7510257537564,680.0000000000002
1455123342.7,535.5766504921635,689.9999999999999
1455123343.4,538.8660785706342,689.9999999999999
1455123344.1,543.0802702143624,740.0000000000001
1455123344.8,547.1367762526294,630.0
1455123345.4,549.0285029656425,630.0
1455123346.1,544.8120466182012,670.0000000000002
1455123346.7,550.8430753838059,620.0
1455123347.3,554.6481831205755,630.0
1455123347.9,537.0030128747619,610.0
1455123348.5,525.6555217740172,630.0
1455123349.2,524.4945257644973,660.0
1455123349.8,526.8567376446751,640.0
1455123350.6,532.7949193559374,730.0
1455123351.3,540.3078313750282,700.0000000000001
1455123351.9,543.7669940238975,630.0
1455123352.5,546.5982246330227,640.0
1455123353.2,549.7981324949324,640.0
1455123353.9,551.5272589035396,720.0
1455123354.5,551.9830783628894,640.0
1455123355.2,552.3497922044062,689.9999999999999
1455123355.9,554.6010399171279,670.0000000000002
1455123356.6,557.5690615343337,680.0000000000002
1455123357.2,559.1603463088436,660.0
1455123357.9,559.7225512385796,610.0
1455123358.5,561.1838684121818,650.0
1455123359.1,560.0518764528676,630.0
1455123359.8,559.3938576610483,650.0
1455123360.4,558.8553878800392,589.9999999999999
1455123361.2,556.4986857661602,809.9999999999999
1455123361.8,552.0295230273081,589.9999999999999
1455123362.3,552.1202170807127,500.0
1455123363.0,551.801159338307,750.0
1455123363.6,550.6158421474806,570.0
1455123364.3,550.797463273944,680.0000000000002
1455123364.9,552.121656105003,670.0000000000002
1455123365.6,555.7563573110273,689.9999999999999
1455123366.3,558.7381996272239,630.0
1455123366.9,559.9577948811849,660.0
1455123367.5,559.3474862398152,570.0
1455123368.1,560.1463537687838,599.9999999999999
1455123368.8,562.0348087026498,680.0000000000002
1455123369.4,563.4133750769723,610.0
1455123370.0,566.0431615429627,660.0
1455123370.7,568.9917668550695,689.9999999999999
1455123371.4,571.1354990193406,630.0
1455123372.0,572.6071639619956,660.0
1455123372.7,573.2969974018595,660.0
1455123373.3,579.9795594778483,580.0
1455123373.9,585.0708406046724,630.0
1455123374.6,586.665143143195,689.9999999999999
1455123375.3,586.1501486641953,689.9999999999999
1455123375.9,583.4313578322029,670.0000000000002
1455123376.5,579.7779092100337,550.0
1455123377.2,574.6313666865445,680.0000000000002
1455123377.8,572.3607902792319,650.0
1455123378.5,571.8224607502875,660.0
1455123379.2,576.3694622136977,689.9999999999999
1455123379.9,580.1812097456625,720.0
1455123380.5,583.0241716682043,610.0
1455123381.1,583.7371922460536,610.0
1455123381.7,582.9730503587481,599.9999999999999
1455123382.4,582.6661450774648,650.0
1455123383.0,583.1767329721334,610.0
1455123383.7,585.4300392552448,750.0
1455123384.4,588.7895224143133,700.0000000000001
1455123385.1,592.5062225609432,710.0
1455123385.9,595.6028743855421,770.0000000000001
1455123386.6,597.7108110317745,680.0000000000002
1455123387.2,600.0791040698882,660.0
1455123387.9,601.1070321662557,640.0
1455123388.5,600.9980271987621,610.0
1455123389.1,599.9173524434857,650.0
1455123389.7,597.1218725741929,580.0
1455123390.3,597.5520418775093,620.0
1455123391.0,588.5834258162997,680.0000000000002
1455123391.7,571.037841125129,630.0
1455123392.3,565.6601095885776,599.9999999999999
1455123392.8,568.6021388430224,589.9999999999999
1455123393.5,575.325971631451,640.0
1455123394.1,578.4193937551972,660.0
1455123394.8,583.3805941819836,650.0
1455123395.5,587.2345269878335,689.9999999999999
1455123396.1,587.8031819616548,650.0
1455123396.8,587.260586428403,700.0000000000001
1455123397.5,589.1542741625435,650.0
1455123398.2,591.7691015235456,670.0000000000002
1455123398.8,593.666647407025,660.0
1455123399.5,594.40667607582,710.0
1455123400.3,596.4285503806542,750.0
1455123400.9,598.4092177939242,670.0000000000002
1455123401.7,599.2688919518189,720.0
1455123402.4,600.2418280831115,689.9999999999999
1455123403.1,601.2154505427527,710.0
1455123403.8,603.7740850701213,710.0
1455123404.5,606.7432079894627,730.0
1455123405.3,610.2962964862238,750.0
1455123406.0,612.6517708298447,760.0000000000001
1455123406.8,615.6520444952891,760.0000000000001
1455123407.6,619.4260078738123,800.0
1455123408.4,622.5488447034124,790.0000000000001
1455123409.1,624.8842840746513,700.0000000000001
1455123409.8,627.8259038679264,730.0
1455123410.5,631.3336542506345,750.0
1455123411.3,634.2181369777758,710.0
1455123412.0,635.3043474389732,730.0
1455123412.7,635.0022147345232,740.0000000000001
1455123413.5,637.6145801308825,760.0000000000001
1455123414.2,640.4306349946962,740.0000000000001
1455123415.0,643.335444177216,740.0000000000001
1455123415.7,646.643678664042,720.0
1455123416.5,650.74547516363,770.0000000000001
1455123417.3,650.8094299903413,869.9999999999998
1455123418.1,651.0009224513625,820.0
1455123418.9,655.0298765345448,780.0
1455123419.7,657.2245982962936,780.0
1455123420.5,658.6549892763245,800.0
1455123421.3,663.1757615926388,780.0
1455123422.1,667.6907266007188,800.0
1455123422.9,671.862921004483,820.0
1455123423.6,673.766396465248,730.0
1455123424.4,675.6079027874375,790.0000000000001
1455123425.1,673.1523812784919,700.0000000000001
1455123425.8,670.7148310827897,680.0000000000002
1455123426.5,672.6083183065482,720.0
1455123427.3,669.0316527536849,730.0
1455123428.0,668.4293366628023,740.0000000000001
1455123428.8,671.2538449831827,809.9999999999999
1455123429.6,675.6764807198617,780.0
1455123430.4,679.1894995506702,790.0000000000001
