unix_utc,GSR,IBT
1455186561.8,237.81197794561282,770.0000000000001
1455186562.6,201.7368861656909,770.0000000000001
1455186563.4,198.025674518476,790.0000000000001
1455186564.2,207.10596427127467,820.0
1455186565.1,217.109662266636,839.9999999999999
1455186565.9,240.17406699594844,820.0
1455186566.8,239.9755600085611,890.0
1455186567.3,235.5574820863437,530.0
1455186568.0,236.36761706696186,700.0000000000001
1455186568.7,241.52273446980416,710.0
1455186569.3,245.39890468339792,640.0
1455186570.1,247.4208646395624,790.0000000000001
1455186570.8,241.4788799565769,650.0
1455186571.4,241.3827106372332,599.9999999999999
1455186572.3,239.7334486782016,890.0
1455186573.2,242.21598474605733,920.0
1455186574.2,235.01217523704548,710.0
1455186575.1,220.70195664434254,879.9999999999999
1455186577.2,216.0957904872251,610.0
1455186578.0,219.33343433777927,750.0
1455186578.8,237.41130487359607,800.0
1455186579.6,236.1916544988977,859.9999999999998
1455186580.4,237.85190916573262,820.0
1455186581.2,243.2678355852414,780.0
1455186582.0,248.22219895324832,760.0000000000001
1455186582.8,252.0273301425169,830.0000000000002
1455186583.5,254.48536132470693,689.9999999999999
1455186584.2,256.8581649606404,750.0
1455186585.0,258.5917422395424,750.0
1455186585.7,260.77664057476454,720.0
1455186586.5,262.7189343767744,740.0000000000001
1455186587.2,264.16592771006117,780.0
1455186588.0,265.4174945663238,720.0
1455186588.8,267.76276959931903,809.9999999999999
1455186589.4,270.13898618250244,680.0000000000002
1455186590.2,273.227907139756,780.0
1455186591.0,275.96487092973155,750.0
1455186591.7,277.9554183505856,689.9999999999999
1455186592.4,278.58259327450736,770.0000000000001
1455186593.1,278.48948476020723,700.0000000000001
1455186593.9,278.5012047408544,730.0
1455186594.5,280.3752019367867,650.0
1455186595.2,282.35831896311896,680.0000000000002
1455186596.1,279.2830292158169,879.9999999999999
1455186596.9,276.0791342180296,859.9999999999998
1455186597.6,277.25032283397474,620.0
1455186598.3,278.3151430691835,750.0
1455186599.1,254.01374374309933,780.0
1455186599.7,241.3832042564076,650.0
1455186600.6,238.43021964409763,839.9999999999999
1455186601.2,235.06740057493874,620.0
1455186602.0,236.56044765995705,770.0000000000001
1455186603.7,250.2913263794236,859.9999999999998
1455186604.6,251.99472971997017,839.9999999999999
1455186605.6,242.52437924947742,550.0
1455186606.4,242.03161044497142,839.9999999999999
1455186607.4,260.1362833108783,980.0000000000002
1455186608.0,259.5986777877584,550.0
1455186608.6,259.3168370874115,610.0
1455186609.3,257.6623495806176,730.0
1455186610.0,261.3491257383172,700.0000000000001
1455186610.7,263.30515201629214,660.0
1455186611.4,265.74544797768465,689.9999999999999
1455186612.2,266.180600320405,869.9999999999998
1455186614.3,272.7583735052579,910.0000000000001
1455186615.0,274.1153318302208,730.0
1455186615.7,273.32860666536664,650.0
1455186616.4,274.01396886807356,720.0
1455186617.0,273.22821925473215,620.0
1455186617.9,277.13504037685385,869.9999999999998
1455186618.5,278.34995319322684,570.0
1455186619.3,279.037380399598,830.0000000000002
1455186620.0,283.2701105986925,670.0000000000002
1455186620.6,282.7774649463362,580.0
1455186621.4,284.4546391753318,830.0000000000002
1455186622.1,269.159940595647,760.0000000000001
1455186622.9,261.9446950747141,790.0000000000001
1455186624.2,259.7153898854869,740.0000000000001
1455186624.7,251.4280095200497,580.0
1455186625.5,250.4791927755138,740.0000000000001
1455186626.1,245.588630843066,570.0
1455186626.8,254.77779676134102,760.0000000000001
1455186627.4,240.21882134315769,550.0
1455186628.0,251.05582066346543,660.0
1455186631.0,202.04397448054002,839.9999999999999
1455186632.1,201.01339057568302,670.0000000000002
1455186633.2,195.4756401923694,630.0
1455186634.0,190.8616301290548,710.0
1455186634.6,193.57508305155662,610.0
1455186635.3,192.96977718700256,760.0000000000001
1455186636.0,190.9801851569576,670.0000000000002
1455186636.7,177.5579729364921,710.0
1455186637.4,173.9793725551275,670.0000000000002
1455186638.1,176.2565034613451,740.0000000000001
1455186638.8,180.53492407214577,730.0
1455186639.6,186.5735830763247,790.0000000000001
1455186640.4,189.88315183594943,800.0
1455186641.3,193.33240436557742,820.0
