unix_utc,GSR,IBT
1455293838.6,198.02531218714716,809.9999999999999
1455293839.4,199.3041434323393,740.0000000000001
1455293840.1,200.68640623028904,710.0
1455293840.8,199.66943113149762,740.0000000000001
1455293841.6,198.5880818396077,770.0000000000001
1455293842.3,199.56181105830944,730.0
1455293843.0,201.231584529733,710.0
1455293843.8,200.90412742186,740.0000000000001
1455293844.5,200.62116069493942,750.0
1455293845.2,202.03290927092303,700.0000000000001
1455293846.0,203.86785116222939,750.0
1455293846.7,204.65640107473203,750.0
1455293847.5,204.25009434216838,730.0
1455293848.2,203.30829036830082,750.0
1455293848.9,201.9007525270776,730.0
1455293849.7,200.469156419938,740.0000000000001
1455293850.4,200.512559320512,750.0
1455293851.2,200.05767261709056,750.0
1455293851.9,201.6699218295138,750.0
1455293852.7,202.92954127012402,809.9999999999999
1455293853.5,202.86285827001882,740.0000000000001
1455293854.2,201.99985808719399,740.0000000000001
1455293855.0,201.8237290805178,740.0000000000001
1455293855.7,203.24141206938702,770.0000000000001
1455293856.5,204.02506472748902,740.0000000000001
1455293857.2,203.5093662571112,770.0000000000001
1455293858.0,203.04077717264562,740.0000000000001
1455293858.7,201.88968747476397,720.0
1455293859.5,203.0185495059439,750.0
1455293860.2,204.65640107473203,710.0
1455293860.9,205.70206113465198,740.0000000000001
1455293861.7,205.291737425848,780.0
1455293862.4,205.9537327911536,710.0
1455293863.1,205.4966464849616,730.0
1455293863.9,206.1830393163152,730.0
1455293864.6,205.72493574606318,750.0
1455293865.4,206.9897393474941,790.0000000000001
1455293866.2,206.38993165385185,800.0
1455293867.1,206.1830393163152,890.0
1455293867.8,203.06320013815602,720.0
1455293868.5,199.7772833301072,700.0000000000001
1455293869.2,193.496736696283,700.0000000000001
1455293869.9,182.6719437541061,700.0000000000001
1455293870.8,176.74409412895508,900.0
1455293873.6,165.20258151543467,770.0000000000001
1455293874.3,161.98719635921685,670.0000000000002
1455293875.7,155.0109730038547,730.0
1455293876.4,153.86463989892985,689.9999999999999
1455293877.0,153.36770570910463,680.0000000000002
1455293877.7,152.8486619655531,680.0000000000002
1455293878.4,152.7730333470715,700.0000000000001
1455293879.1,154.13361344970983,689.9999999999999
1455293879.8,155.64931850711898,700.0000000000001
1455293880.5,156.14808352291118,689.9999999999999
1455293881.9,153.4439622133411,820.0
1455293882.7,154.10794716305594,740.0000000000001
1455293883.4,152.2705147794059,780.0
1455293884.2,154.05678519950848,730.0
1455293884.9,155.97708444156441,720.0
1455293885.6,156.80914614686418,760.0000000000001
1455293886.4,157.29533840119132,740.0000000000001
1455293887.1,159.1952036430006,730.0
1455293887.8,161.0924092942981,720.0
1455293888.6,162.5203288636419,760.0000000000001
1455293889.3,164.0317967092912,710.0
1455293890.1,163.01384805958088,770.0000000000001
1455293890.8,161.96588817189271,700.0000000000001
1455293891.5,162.27818628902858,720.0
1455293892.2,164.8055732824271,740.0000000000001
1455293893.0,167.92902223478413,740.0000000000001
1455293893.7,169.4967547396137,710.0
1455293894.4,170.02582282697938,760.0000000000001
1455293895.2,171.7127846213849,730.0
1455293895.9,173.2874370294966,750.0
1455293896.6,173.51483591494582,720.0
1455293897.4,169.98685326301796,760.0000000000001
1455293898.1,170.5268848478342,720.0
1455293898.9,172.1437427532555,730.0
1455293899.6,172.7056961517057,760.0000000000001
1455293900.3,173.62862658710628,720.0
1455293901.1,174.249459189967,740.0000000000001
1455293901.8,174.84172605791443,720.0
1455293902.5,176.50822059831142,720.0
1455293903.3,177.89865798372506,780.0
1455293904.0,177.40443291522868,720.0
1455293904.7,175.1228174381581,730.0
1455293905.5,174.643858984596,770.0000000000001
1455293906.3,176.32330641464202,760.0000000000001
1455293907.0,175.421399883274,770.0000000000001
1455293907.8,176.30659777471038,720.0
1455293908.6,179.10304930414262,790.0000000000001
1455293909.3,181.20610600553613,750.0
1455293910.1,182.97866313073985,770.0000000000001
1455293910.8,183.850566259744,720.0
1455293911.6,183.7593939920105,780.0
1455293912.3,183.05098965645658,760.0000000000001
1455293913.1,183.66825785860698,780.0
1455293913.9,185.37819188837798,750.0
1455293914.6,185.60111567107955,730.0
1455293915.4,185.1186962208972,790.0000000000001
1455293916.1,184.67566319343345,700.0000000000001
1455293916.8,184.99850839720105,740.0000000000001
1455293917.6,184.03330956601312,750.0
