unix_utc,GSR,IBT
1455111306.6,103.85825738305941,750.0
1455111307.5,103.41734908142469,839.9999999999999
1455111308.3,106.44922701472349,809.9999999999999
1455111309.0,109.3597732578498,740.0000000000001
1455111309.9,113.169166051567,879.9999999999999
1455111310.7,116.28894130382498,790.0000000000001
1455111311.5,119.0856996735494,780.0
1455111312.3,121.082867438477,780.0
1455111313.0,121.79557781395832,750.0
1455111313.7,119.5087235387993,710.0
1455111314.4,115.1606971053548,710.0
1455111315.1,115.33284191951763,710.0
1455111316.0,118.6888244541268,839.9999999999999
1455111316.8,121.4362157127217,839.9999999999999
1455111317.6,123.95603684416821,790.0000000000001
1455111318.3,125.65078582813223,680.0000000000002
1455111318.6,126.36668833504518,350.00000000000006
1455111319.2,127.8763109652969,560.0
1455111320.0,129.44952898179577,800.0
1455111320.7,128.42616168719212,700.0000000000001
1455111321.5,126.83402945158957,750.0
1455111322.2,127.61192618265379,750.0
1455111322.9,128.5955905875283,740.0000000000001
1455111323.6,130.1226458399973,700.0000000000001
1455111324.4,132.000884466128,760.0000000000001
1455111325.2,133.80829210139706,790.0000000000001
1455111325.8,135.1066992086711,650.0
1455111326.6,135.5715441573469,750.0
1455111327.3,133.39384672016166,660.0
1455111328.1,132.052605231119,809.9999999999999
1455111328.8,132.468255282146,720.0
1455111329.6,134.3519486699659,780.0
1455111330.4,135.01801296710622,800.0
1455111331.0,132.66795756267146,660.0
1455111331.8,123.80746760936078,790.0000000000001
1455111332.5,118.65838668439385,650.0
1455111333.1,118.35498200733778,650.0
1455111333.8,120.36280699086709,640.0
1455111334.4,122.28621174163807,650.0
1455111335.3,123.82341327761769,940.0000000000001
1455111335.9,125.41677810094008,589.9999999999999
1455111336.8,127.28739224162165,839.9999999999999
1455111337.6,125.95445193048029,790.0000000000001
1455111338.2,120.2316630279518,680.0000000000002
1455111338.9,105.79452237681429,620.0
1455111339.6,98.83634924336526,740.0000000000001
1455111340.2,97.13057434859915,620.0
1455111340.9,96.95274479518244,720.0
1455111341.6,101.45183482354281,680.0000000000002
1455111342.3,106.35155205597292,670.0000000000002
1455111343.0,107.5620577565334,689.9999999999999
1455111343.8,108.49486648820101,790.0000000000001
1455111344.5,111.68142882501459,760.0000000000001
1455111345.3,115.69327137277392,800.0
1455111346.2,119.3890026583379,830.0000000000002
1455111346.5,120.44892005571128,300.0
1455111347.0,122.12496488148949,500.0
1455111347.3,123.10730256116592,290.0
1455111347.8,124.79140046385021,539.9999999999999
1455111348.6,126.8340889242033,820.0
1455111349.3,128.7117647671774,720.0
1455111350.1,130.48937999224822,730.0
1455111350.9,127.37535334565621,790.0000000000001
1455111351.7,122.94379803475901,879.9999999999999
1455111352.4,123.4026218863425,680.0000000000002
1455111353.3,126.5826705229348,890.0
1455111355.0,129.11558353113296,1660.0000000000005
1455111355.8,128.04425209352397,830.0000000000002
1455111356.6,128.98970244288142,830.0000000000002
1455111357.5,131.31294526490692,890.0
1455111358.3,133.6055991112068,790.0000000000001
1455111359.1,135.7803070357724,839.9999999999999
1455111360.0,137.2393700258883,859.9999999999998
1455111360.3,137.59626680992898,269.99999999999994
1455111360.8,138.5226232538097,560.0
1455111361.7,140.54106236470358,580.0
1455111362.5,142.2248820008385,859.9999999999998
1455111363.4,143.84890329306458,830.0000000000002
1455111364.2,145.55620609598557,800.0
1455111365.0,147.12894842097816,800.0
1455111365.8,148.35478395315874,859.9999999999998
1455111366.7,150.1226709163926,839.9999999999999
