unix_utc,GSR,IBT
1455213827.6,748.3408908279904,710.0
1455213828.2,748.3408908279904,650.0
1455213828.9,748.3408908279904,700.0000000000001
1455213829.6,748.3408908279904,689.9999999999999
1455213830.3,748.3408908279904,700.0000000000001
1455213831.0,748.3408908279904,670.0000000000002
1455213831.7,748.3408908279904,680.0000000000002
1455213832.4,748.3408908279904,670.0000000000002
1455213833.0,748.3408908279904,670.0000000000002
1455213833.7,748.3408908279904,689.9999999999999
1455213834.4,748.3408908279904,650.0
1455213835.0,748.3408908279904,660.0
1455213835.7,748.3408908279904,660.0
1455213836.4,748.3408908279904,680.0000000000002
1455213837.0,748.3408908279904,680.0000000000002
1455213837.7,748.3408908279904,670.0000000000002
1455213838.4,748.3408908279904,689.9999999999999
1455213839.1,748.3408908279904,660.0
1455213839.7,748.3408908279904,670.0000000000002
1455213840.4,748.3408908279904,670.0000000000002
1455213841.1,748.3408908279904,710.0
1455213842.3,748.3408908279904,650.0
1455213843.0,748.3408908279904,670.0000000000002
1455213843.7,748.3408908279904,650.0
1455213844.3,748.3408908279904,650.0
1455213845.0,748.3408908279904,660.0
1455213845.6,748.3408908279904,660.0
1455213846.3,748.3408908279904,640.0
1455213847.0,748.3408908279904,680.0000000000002
1455213847.6,748.3408908279904,640.0
1455213848.3,748.3408908279904,689.9999999999999
1455213848.9,748.3408908279904,630.0
1455213849.6,748.3408908279904,670.0000000000002
1455213850.2,748.3408908279904,660.0
1455213850.9,748.3408908279904,650.0
1455213851.6,748.3408908279904,660.0
1455213852.2,748.3408908279904,650.0
1455213852.9,748.3408908279904,670.0000000000002
1455213853.5,748.3408908279904,660.0
1455213854.2,748.3408908279904,650.0
1455213854.8,748.3408908279904,630.0
1455213855.5,748.3408908279904,650.0
1455213856.1,748.3408908279904,640.0
1455213856.8,748.3408908279904,650.0
1455213857.4,748.3408908279904,640.0
1455213858.1,748.3408908279904,660.0
1455213858.7,748.3408908279904,650.0
1455213859.4,748.3408908279904,670.0000000000002
1455213860.0,748.3408908279904,670.0000000000002
1455213860.7,748.3408908279904,660.0
1455213861.4,748.3408908279904,660.0
1455213862.0,748.3408908279904,680.0000000000002
1455213862.7,748.3408908279904,680.0000000000002
1455213863.4,748.3408908279904,689.9999999999999
